IND_CODE,11-0000,13-0000,15-0000,17-0000,19-0000,21-0000,23-0000,25-0000,27-0000,29-0000,31-0000,33-0000,35-0000,37-0000,39-0000,41-0000,43-0000,45-0000,47-0000,49-0000,51-0000,53-0000,55-0000
561100,65099,78700,33000,3200,400,800,2900,300,4100,14300,4100,1200,500,3700,0,19500,234500,100,500,6700,2100,10700,0
561200,4900,3800,1300,1500,200,2400,100,700,200,2300,200,31800,5900,37500,400,1100,15300,0,3500,15200,3700,7100,0
561300,59900,176700,130900,53400,22200,12800,14500,74900,26000,120400,80900,21700,77100,86400,74100,109500,682800,9300,114400,70600,748600,799600,0
561320,33100,105600,107900,46700,20500,8300,10400,69000,21300,93200,65300,17100,49700,67000,46600,73100,536300,8100,85400,54000,685800,711900,0
561400,31800,39200,30000,1100,0,0,8300,0,5600,6000,13200,1300,100,1300,0,197500,553100,0,0,3600,6900,10100,0
561420,10900,20400,18500,700,0,0,200,0,700,1700,0,300,0,400,100,153100,320100,0,0,1000,200,1400,0
561500,14800,13100,8800,0,0,0,200,200,3000,0,0,100,1100,900,9000,87200,73400,0,0,1000,100,3400,0
561510,7100,4400,3900,0,0,0,100,0,300,0,0,0,0,100,0,57700,16300,0,0,100,0,200,0
561600,15900,11000,4100,1500,100,0,100,0,300,600,0,703900,0,0,2300,22300,66300,0,1400,63300,800,4300,0
561610,8900,4000,1100,0,100,0,100,0,100,600,0,697800,0,0,2300,4700,29500,0,0,1600,100,3700,0
561620,7000,3100,3000,1500,0,0,100,0,200,0,0,6100,0,200,0,17600,36800,0,1400,61800,800,600,0
561700,44000,9800,700,3900,400,0,0,0,100,200,0,100,600,1747300,0,37500,112000,4200,20200,43300,14600,30600,0
561710,5300,700,100,0,0,0,0,0,0,0,0,0,0,77800,0,8200,20300,0,1300,400,0,100,0
561730,18000,4700,300,3200,300,0,0,0,100,100,0,0,200,628900,0,16700,47100,4200,10200,9600,100,13100,0
561900,15800,22200,5500,1100,200,0,500,300,9200,2200,0,30300,2200,1900,3600,25500,97200,200,7500,9900,28100,45800,0
562000,20000,8300,1600,7500,4200,0,100,0,300,2200,0,600,0,3700,0,10000,47100,0,79300,21500,14200,183800,0
562100,6200,1700,200,300,100,0,0,0,0,100,0,100,0,600,0,4300,20300,0,4100,10800,3000,117900,0
562200,5700,3000,1000,3600,2300,0,100,0,100,1500,0,300,0,600,0,2200,10600,0,11400,7100,8300,37600,0
562900,8100,3600,300,3700,1800,0,0,0,100,600,0,300,0,2600,0,3500,16100,0,63900,3600,2800,28300,0
610000,704800,349100,255400,28100,219600,338400,6300,8033800,291500,303200,46200,169600,432500,512500,226700,47200,1427200,4400,45900,169600,19400,260000,0
611000,704800,349100,255400,28100,219600,338400,6300,8033800,291500,303200,46200,169600,432500,512500,226700,47200,1427200,4400,45900,169600,19400,260000,0
611100,322600,61200,68400,700,44700,196900,900,5603700,89800,151500,17800,93500,378900,357800,147100,5800,540600,100,14900,84900,4600,229900,0
611102,2900,900,500,0,600,2900,0,48600,800,1400,700,800,2200,4100,2800,0,4900,0,200,600,300,600,0
611103,254200,43200,57800,600,39900,165200,700,4897000,68500,135400,15100,85500,358200,325800,112400,4700,455000,0,14100,72000,3900,220300,0
611105,65500,17000,10100,0,4100,28800,0,658100,20500,14600,2000,7200,18500,27900,31900,1100,80700,100,600,12300,300,8900,0
6112-3,324800,240400,169400,26300,170900,122100,5100,2052400,133800,145500,27400,67300,49600,147800,53800,23900,772200,2800,29800,78100,13300,21600,0
611200,42700,29700,19700,300,1800,25500,200,464300,13100,2400,300,13500,3800,21500,6000,6200,128300,200,2300,10600,1100,2600,0
611202,15700,8200,5500,100,300,6500,0,146800,2800,600,100,4100,1100,6800,1300,1400,40500,100,600,3900,300,1600,0
611203,21100,17500,13000,200,1500,15700,200,282400,9400,1700,200,9100,2500,14000,4200,3200,74200,100,1700,6200,700,1000,0
611205,6000,3900,1200,0,0,3300,0,35100,900,100,0,300,200,700,600,1600,13700,0,0,500,0,0,0
611300,282100,210800,149700,26100,169100,96600,4900,1588100,120700,143100,27100,53800,45800,126300,47800,17700,643900,2600,27500,67500,12300,19000,0
611302,119000,118000,83200,19800,108700,46700,2200,844100,50200,82300,14400,25500,23900,70000,26800,6600,344800,2000,17800,42000,7900,12600,0
611303,3700,1800,2100,0,3900,800,0,24500,900,8700,0,800,500,1400,300,300,11000,0,200,500,200,100,0
611305,159300,90900,64400,6200,56400,49100,2700,719500,69600,52200,10900,27600,21500,54800,20800,10900,288100,500,9500,25000,4200,6300,0
6114-7,57400,47600,17600,1100,4000,19400,300,377700,67900,6200,1000,8800,3900,6900,25800,17500,114400,1500,1200,6700,1500,8500,0
611400,8600,14700,5100,500,100,1200,100,17900,2500,500,100,0,200,600,300,5600,15200,0,0,300,100,100,0
611402,200,300,0,0,0,0,0,0,0,0,0,0,0,100,0,0,400,0,0,0,0,0,0
611403,200,200,100,0,0,100,0,900,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0
611405,8200,14200,4900,500,100,1100,100,16300,2200,500,100,0,200,500,300,5600,14500,0,0,300,100,100,0
611500,11700,7600,1700,400,100,3500,0,68400,1000,500,200,900,1200,2300,2000,3100,23400,0,900,3700,900,6000,0
611502,1000,400,200,0,0,300,0,9500,100,0,0,300,100,400,100,100,1700,0,0,400,0,200,0
611503,700,300,200,0,0,300,0,6100,0,0,0,0,100,500,100,0,1300,0,0,200,0,200,0
611505,10100,6900,1300,400,100,2900,0,52700,900,400,200,600,1000,1400,1900,2900,20500,0,900,3000,900,5500,0
611600,20400,10400,2300,0,200,3600,0,228200,60800,1600,300,2000,2000,2700,21100,5000,48600,1200,100,2100,200,1500,0
611602,200,100,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0
611603,400,300,0,0,0,200,0,3400,1000,100,0,0,0,300,1400,0,700,0,0,300,0,0,0
611605,19800,10000,2300,0,200,3400,0,223200,59800,1500,200,1900,2000,2400,19700,5000,47700,1200,100,1800,200,1200,0
611700,16700,14900,8400,100,3600,11100,100,63300,3600,3700,500,5300,600,1200,2400,3800,27100,200,200,600,300,900,0
611703,1800,700,800,0,1200,1500,0,13700,300,2700,300,100,200,200,100,0,2300,0,200,100,0,200,0
611705,14800,14200,7600,100,2400,9600,100,49300,3300,1000,200,5200,400,1000,2300,3800,24900,200,0,500,200,800,0
620000,688600,338600,131100,5900,106600,1107200,5700,547600,35700,6632000,3708800,75900,543300,441900,2379400,81400,2848800,1300,18700,147300,89700,148800,0
621000,202400,98800,38200,1300,46700,255000,800,8000,8400,2648400,1610800,3300,6500,35000,347000,33400,1670300,100,400,19000,16300,31600,0
621100,66800,37700,16600,500,11700,26800,400,1100,3100,1083300,438000,1300,1600,14400,8200,4100,801800,0,100,5200,3200,1800,0
621200,5500,3500,600,0,0,200,0,0,600,315600,308200,0,0,4700,0,900,278800,0,0,800,6200,100,0
621300,19500,7800,1400,0,18000,41400,0,3300,600,311500,193100,100,800,3700,9900,5800,234800,100,0,900,4700,1100,0
621310,700,700,100,0,0,100,0,0,0,33700,37100,0,0,600,300,200,58900,0,0,0,0,100,0
621320,1200,500,100,0,0,0,0,0,0,66900,13900,0,0,600,0,1500,43900,0,0,100,4000,0,0
621330,3000,1000,200,0,16700,32900,0,500,0,5300,1900,0,100,300,800,100,19500,0,0,100,0,100,0
621340,11700,4100,400,0,1000,6600,0,2700,400,163900,99500,100,600,1500,5300,1000,68600,100,0,500,200,600,0
621390,3000,1500,600,0,200,1800,0,100,100,41800,40700,0,100,700,3500,3100,43900,0,0,200,500,300,0
621400,46600,19400,7700,400,9400,147600,200,2700,1600,343500,91400,1200,2000,7900,10900,2300,151300,0,100,5500,1100,3500,0
621420,14200,4900,1900,0,5200,118100,100,900,300,25600,5000,500,1000,2400,7100,300,34500,0,0,1200,100,1900,0
621500,11900,6800,5800,300,6200,300,100,100,300,106800,47500,100,0,600,0,6800,66200,0,0,800,300,1800,0
621600,38400,15100,3100,0,500,34900,0,300,1300,329000,504700,300,2000,3400,315900,9800,96800,0,0,2100,300,4000,0
621900,13700,8500,3100,100,900,3900,100,600,800,158600,27900,300,0,400,2000,3600,40600,0,0,3700,500,19300,0
621910,4600,2000,300,0,0,0,0,200,100,123100,0,300,0,100,0,400,17700,0,0,2900,0,17200,0
621990,9200,6500,2800,100,900,3900,100,400,700,35500,27600,0,0,300,2000,3200,22900,0,0,800,500,2000,0
622000,214800,129699,79900,4400,46700,162400,1900,23200,13700,3328400,756100,50400,141700,193000,28900,12800,760800,100,13800,56900,18000,15400,0
622100,194400,115400,74300,4200,35000,111500,1600,20200,12200,3071500,664500,42800,125800,176100,22600,11800,705300,100,12400,50400,16200,13100,0
622102,7700,8100,5500,300,3200,3700,100,3800,600,112400,24700,900,3300,5500,400,400,29000,0,600,1900,400,400,0
622103,24500,12900,9600,300,4000,14800,300,500,1500,350400,83300,4900,16700,23100,3700,1200,92300,0,2000,7100,2300,1700,0
622105,162200,94500,59200,3700,27800,93000,1200,15900,10100,2608800,556600,37100,105900,147500,18400,10200,583900,100,9800,41500,13400,11000,0
622200,9500,5900,1400,0,4700,42200,100,2100,500,101600,43200,6100,8300,8300,4300,300,23000,0,1000,3700,900,1500,0
622202,3500,2900,400,0,2600,13600,100,900,100,43600,23800,4800,4500,4200,2100,0,8600,0,900,2100,900,500,0
622203,100,0,0,0,100,500,0,0,0,1300,600,0,100,100,0,0,300,0,0,0,0,0,0
622205,5900,3000,900,0,1900,28100,0,1200,400,56700,18900,1200,3700,4000,2100,300,14100,0,100,1600,100,1000,0
622300,10900,8400,4100,200,7000,8700,100,1000,1100,155300,48400,1500,7600,8600,2100,600,32500,0,500,2700,900,800,0
622302,900,2200,1600,100,1700,2500,0,400,200,13200,2600,300,1000,1000,100,0,5100,0,200,600,200,100,0
622303,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,100,0,0,0,0,0,0
622305,10000,6200,2500,100,5400,6200,100,600,900,141500,45700,1200,6500,7500,2000,500,27400,0,300,2100,700,700,0
623000,100900,35100,2800,0,3100,188400,100,11600,2600,582400,1059300,12500,330800,157900,557100,6900,160800,100,1100,52500,30100,17500,0
623100,41700,15200,900,0,100,26000,0,300,900,444000,663800,2500,160500,91100,69800,1700,73900,0,300,23600,23000,4600,0
623200,22300,8100,900,0,2200,112900,0,6500,500,38500,109900,2200,9300,8400,252100,600,28500,100,100,6000,1200,3400,0
623210,10500,4300,300,0,600,35700,0,3300,200,16900,88000,300,3300,4200,209300,200,11900,0,100,2900,1100,1600,0
623220,11800,3800,600,0,1600,77200,0,3100,300,21700,21900,1900,6000,4200,42800,400,16600,0,0,3100,100,1800,0
623300,28300,8400,500,0,0,8500,0,100,700,93500,264600,5600,156800,56000,181600,4400,47500,0,700,20400,5600,8700,0
623900,8700,3500,500,0,800,41000,0,4700,400,6300,21000,2200,4200,2500,53500,200,10800,0,0,2500,200,900,0
624000,170400,75000,10200,200,10100,501400,2900,504800,11000,72900,282600,9700,64400,56000,1446300,28300,256899,1000,3400,18900,25400,84200,0
624100,88700,42300,6200,0,8900,355900,2300,65600,7100,61300,273000,4000,25500,18200,1044500,7000,165600,500,1200,9500,2800,39300,0
624120,38400,17200,1900,0,3400,107400,600,18000,2400,44600,261100,700,19700,11900,971500,3500,83400,300,200,5300,2400,30700,0
6242-3,34500,28200,3300,200,800,126200,600,12900,3200,8300,8500,4000,13400,29700,79000,21200,56800,500,2100,7400,22600,37100,0
624200,17800,11800,1200,0,300,48200,500,2500,2200,2200,1500,2900,8400,3400,14700,4900,24300,100,1600,4000,200,9600,0
624300,16600,16400,2200,0,400,77900,0,10500,1000,6100,7000,1100,5000,26300,64400,16200,32500,400,500,3500,22400,27500,0
624400,47200,4600,700,0,400,19300,0,426200,700,3300,1100,1700,25500,8100,322700,100,34500,0,0,2000,0,7900,0
710000,88400,66800,8100,1700,2100,1500,600,46900,196800,7800,4600,106700,324700,191100,657900,177500,201800,2500,9300,77500,6600,53200,0
711000,24700,36400,3600,1000,100,100,400,8600,119400,2000,0,21100,26400,15800,71100,28400,50900,500,4700,11600,2000,26800,0
711100,6100,6400,600,0,0,0,0,6100,51300,0,0,1200,8900,1600,10800,5800,10200,0,2600,1300,300,5300,0
711110,3300,3100,300,0,0,0,0,2400,21400,0,0,900,8400,1300,7000,4300,5000,0,2200,900,300,3000,0
711200,7000,4400,1000,700,0,0,100,200,20600,1500,0,9400,8600,6100,34200,13200,12400,500,600,6700,700,4100,0
7113-4,9100,23000,1500,0,0,0,300,1500,16300,400,0,10500,8600,7800,25500,8200,20600,0,1200,2600,100,15000,0
711300,7300,11100,1200,0,0,0,100,1500,15000,400,0,10500,8500,7600,25400,7300,11200,0,1200,2600,100,14900,0
711400,1800,11900,300,0,0,0,200,0,1300,0,0,0,0,200,100,900,9400,0,0,0,0,0,0
711500,2500,2600,500,100,0,0,0,800,31200,0,0,0,300,300,600,1300,7800,0,300,1000,900,2500,0
712000,12200,9600,1800,0,1700,100,100,23500,8500,500,200,8300,7200,9200,32200,15000,20900,700,800,5200,400,1400,0
713000,51600,20900,2600,100,300,1300,100,14900,69000,5400,4400,77200,291100,166100,554500,134100,130000,1300,3800,60700,4200,25000,0
713100,4500,4600,900,0,0,0,0,300,7300,1200,100,14100,37000,14400,64000,25700,13200,0,2300,7100,200,5400,0
713200,3800,2300,700,0,0,0,0,0,700,200,100,9600,26300,7000,43700,15300,10400,0,100,5000,500,2300,0
713900,43200,14000,1100,100,100,1300,0,14600,61000,3900,4200,53500,227700,144800,446900,93200,106400,1200,1400,48700,1900,17400,0
713940,16200,5000,400,0,0,1100,0,11000,32500,3400,3700,36600,30500,31800,307300,33800,68000,0,100,10200,300,1500,0
720000,335400,49900,3500,600,100,200,100,1500,18000,5000,9400,77500,10759100,610100,148800,424900,457800,1400,4200,115400,97600,265000,0
721000,84800,28300,2600,600,100,200,100,1200,7000,600,9200,42200,485300,558200,141500,53200,363100,1000,4000,100000,40300,23200,0
721100,79400,26900,2400,600,0,0,100,400,6800,400,9200,40400,475700,543100,129800,49300,347900,200,4000,89500,40100,22700,0
721120,7300,3500,1100,200,0,0,0,0,3000,100,900,14200,77200,39300,66000,11100,25500,0,1700,8100,3000,6000,0
721200,4800,1300,100,0,0,100,0,700,300,200,0,1700,5300,12000,10000,3900,14100,900,0,9900,100,400,0
721300,600,100,0,0,0,0,0,0,0,0,0,200,4300,3100,1800,0,1100,0,0,600,100,100,0
722000,250600,21600,0,0,0,0,0,0,11000,4500,200,35200,10273800,51800,7200,371700,94800,300,200,15400,57300,241800,0
722300,19800,5200,200,0,0,0,0,0,300,4400,200,1500,541700,8200,600,33800,25800,0,100,2000,5100,17000,0
722400,9200,900,0,0,0,0,0,0,6200,0,0,21900,324300,5100,1100,4100,6500,0,0,800,400,200,0
722500,221600,15500,0,0,0,0,0,0,4500,100,0,11900,9407800,38500,5500,333800,62400,300,0,12600,51800,224600,0
722511,120200,8600,0,0,0,0,0,0,1600,0,0,11300,5007700,24600,1500,88900,38400,0,0,6100,15900,46000,0
810000,293500,316400,53500,9100,13800,496800,9200,271700,237800,24400,66500,53100,137400,544900,1285000,219500,934900,2400,12900,723000,287100,416600,0
811000,44500,24600,7400,6900,100,0,0,200,600,300,200,200,200,8100,0,68100,154700,0,9600,622000,100900,240600,0
811100,28100,17700,400,100,0,0,0,0,300,0,0,100,100,5500,0,46700,98900,0,1300,445500,42600,225800,0
811110,12200,3400,200,100,0,0,0,0,0,0,0,0,0,2800,0,25500,52100,0,100,276500,5500,20900,0
811120,10300,13700,100,0,0,0,0,0,100,0,0,0,0,1800,0,8500,36900,0,1200,143000,35200,20000,0
811190,5700,600,0,0,0,0,0,0,0,0,0,0,100,900,0,12800,9900,0,0,26000,1900,184900,0
811200,5400,2400,6000,2700,100,0,0,0,100,100,200,100,0,300,0,5800,17600,0,500,52800,3800,2800,0
811300,9000,4000,1000,4000,0,0,0,100,100,300,0,0,0,1500,0,11100,26300,0,6600,94800,31400,9400,0
811400,1900,400,100,100,0,0,0,0,100,0,0,0,0,800,0,4500,12000,0,1200,29000,23100,2600,0
812000,34200,13700,2100,200,100,1700,200,1000,4700,4000,50200,3100,3900,35200,680900,111800,153300,100,200,13100,182100,149500,0
812100,7800,1100,200,0,0,1100,0,800,1200,3100,48800,0,800,5300,500900,36000,80500,0,0,500,400,100,0
812200,11100,600,100,0,0,300,0,0,300,0,0,100,0,19000,65900,5500,26200,0,200,2000,100,5000,0
812300,6900,700,100,100,0,0,0,0,0,0,0,0,500,6200,100,52300,15800,0,0,7200,175800,34300,0
812900,8400,11400,1700,100,0,300,100,300,3200,900,1400,2900,2600,4600,114000,18000,30800,100,0,3400,5800,110200,0
813000,210500,277700,43300,1100,13600,494200,9000,270500,232500,17000,13500,49800,127500,187500,228800,39200,624200,2200,2300,87900,3500,14100,0
8132-3,59000,79100,10300,500,10500,54400,3400,15500,25900,5500,4500,2400,2500,3700,27200,6200,79500,1000,800,2900,300,4400,0
813200,31200,50800,6000,100,2100,17400,800,6000,12800,1600,100,200,1000,1100,4700,3200,40200,100,100,900,100,1600,0
813300,27800,28400,4300,400,8500,37000,2600,9500,13100,4000,4300,2300,1500,2600,22500,3000,39300,1000,700,2000,200,2800,0
8134-9,84400,147200,15800,500,2900,14500,4700,29900,48800,2100,600,36900,85900,37400,122900,20000,173200,1100,1000,28800,1400,5300,0
813400,18800,14500,1900,0,300,11800,200,26000,14800,500,200,22000,81300,17000,113900,7200,51500,100,100,4900,400,1700,0
813900,65500,132700,13900,500,2600,2700,4600,3900,34100,1700,0,14800,4700,20400,9000,12800,121700,1000,900,23800,900,3500,0
813930,7600,73000,1000,0,200,200,800,200,2600,100,0,300,0,800,100,600,25700,0,0,300,0,200,0
814000,4300,300,600,900,0,900,0,0,100,3100,2600,0,5700,314100,375200,300,2700,0,700,0,600,12400,0
900000,622900,1089300,271800,310500,319100,498500,278300,217300,69500,477200,132200,2009300,125500,262400,324900,78700,2247300,25300,456400,445900,178600,422100,0
910000,203900,557000,104800,140200,151000,23100,77700,32800,21700,229100,34600,155900,13700,31900,4400,8800,764300,6900,33100,103400,29200,67500,0
999100,187200,548800,102800,134300,150900,23100,77400,32600,21500,228600,34600,154500,13700,16000,4400,7900,234900,6900,33000,87800,29100,55900,0
999200,125500,278900,81700,82400,82700,231700,95800,36600,12900,92500,54100,412400,17100,24600,43700,16700,426800,12400,81500,53200,11700,35500,0
999300,293500,253500,85300,87900,85400,243700,104900,147900,34900,155600,43500,1441000,94700,205900,276800,53200,1056200,6000,341800,289300,137700,319100,0
TE1000,9533100,8066800,4419000,2601000,1299500,2570700,1283300,9426500,2772900,8751500,4315600,3505600,13206100,5654100,6419700,15747800,23081200,1060100,6812500,5905400,9356900,10274200,0
TE1100,1890100,442600,116200,69300,64000,66900,185100,176900,697900,233100,120700,19100,61800,702100,1037800,1231300,228000,42300,1193400,309400,239000,456400,0
TE1200,7643100,7624200,4302900,2531800,1235500,2503700,1098200,9249700,2075000,8518400,4194900,3486500,13144300,4952000,5381900,14516500,22853200,1017800,5619100,5596000,9117900,9817800,0
