MSA_CODE,11-0000,13-0000,15-0000,17-0000,19-0000,21-0000,23-0000,25-0000,27-0000,29-0000,31-0000,33-0000,35-0000,37-0000,39-0000,41-0000,43-0000,45-0000,47-0000,49-0000,51-0000,53-0000,55-0000
10180,2030,2230,920,710,380,920,320,4540,830,5040,3150,1890,7150,1880,2460,7150,9770,170,3450,2720,2390,3860,0
10380,1390,1500,590,1830,190,530,-1,4800,190,1990,490,770,4180,2030,600,6410,7100,200,1420,1190,4190,2010,0
10420,16610,16050,7820,5900,1960,5140,2190,20680,3620,22460,10940,6600,30750,9630,8220,34210,52890,230,9970,12910,27060,21510,0
10500,2380,2190,670,670,200,1060,250,4510,370,4600,1260,2270,5050,1410,1680,6500,9550,310,2070,3470,3190,4580,0
10540,1920,1040,290,640,240,740,80,3120,370,1670,1480,820,3610,1460,2280,3530,5910,560,1860,1870,4580,4580,0
10580,23040,26030,15510,10790,6710,9910,5360,35020,5350,28410,13550,9490,35530,15270,13990,39430,75920,230,16570,16080,17270,23090,0
10740,19140,19340,8980,12970,3760,6100,3600,21920,5330,26140,14010,10850,37390,11720,17410,38520,60440,290,17940,13640,11560,20530,0
10780,2450,2000,350,600,460,1160,300,3580,250,5960,2360,2080,4990,2020,3250,7230,8910,240,2550,2700,3990,3680,0
10900,12820,13090,6850,6370,1840,5710,1460,21150,3310,26760,12260,6840,31020,11000,14650,34050,57750,280,11450,13900,26730,35410,0
11020,1670,1690,650,620,200,1440,220,2920,530,4730,2370,1000,5410,1630,2130,6810,9680,0,2450,2600,4730,4590,0
11100,3510,4080,1530,1670,590,1510,600,7750,1310,7510,3020,3880,11980,3830,3350,13950,18070,450,4940,5960,8170,7760,0
11180,2790,2750,1440,910,1520,460,170,3970,670,2120,1030,530,4670,1520,1410,3860,5410,90,1980,1910,2520,1970,0
11244,100990,109150,54790,37830,12700,17070,12770,78220,23540,73460,34600,24550,150080,53150,45050,167660,263330,1890,71760,45850,104910,79780,0
11260,9820,9190,3370,5070,2590,3990,1500,9280,2110,10010,4710,3990,17060,5710,8400,16320,29310,100,8960,7880,3590,13220,0
11460,11480,11080,8090,5870,9740,2600,960,23650,3000,15140,7000,2500,18050,5310,6210,16060,30970,-1,3240,5780,11210,8330,0
11500,1160,1240,350,430,150,390,120,2330,500,2780,910,1060,4360,1120,870,4600,6310,0,1050,2460,5800,3140,0
11540,5570,5920,2680,2540,490,2310,410,6400,1340,5370,2630,1700,10420,3070,3290,14970,16970,160,6130,5130,16480,8820,0
11640,920,650,210,220,110,510,50,3390,80,2220,740,520,2660,960,360,4400,4710,0,670,820,2440,1300,0
11700,5760,5630,1940,2580,1010,2680,910,10160,1520,16170,9240,4110,24240,7120,4890,20880,27120,410,5650,7120,14900,11400,0
12020,3970,2780,1220,680,2860,960,440,8310,830,6100,1870,1570,9780,2490,2310,8390,13210,190,2110,2910,5060,4830,0
12060,166550,167020,114580,41020,12760,24950,22310,145470,36470,128200,54340,56580,238240,63900,56090,286430,401220,1800,81540,98050,140310,215540,0
12100,4560,4690,2090,970,460,2230,760,8920,2140,7580,4680,4980,18890,6160,9640,13750,15870,-1,4580,4630,2380,5700,0
12220,1920,1380,780,570,390,560,110,4830,540,2940,1370,680,7040,1780,1720,6330,6920,0,1500,1940,6630,3900,0
12260,9770,7610,2710,5610,1880,2290,760,14980,1510,18860,6830,6620,19530,7420,4540,22410,32300,450,7980,9670,16560,13610,0
12420,41370,59540,58880,24480,9080,10960,10290,58570,16370,44240,20030,20480,103130,28620,28240,108980,174130,1170,40400,30340,35280,40530,0
12540,11270,10240,4030,7750,2770,4800,870,22960,1970,13390,6210,9820,22890,7500,5180,25850,34340,40950,15660,12810,12170,20640,0
12580,74430,83420,62290,26880,16110,23440,14940,82360,15080,92230,38470,40800,106570,40480,39550,137130,213660,1290,56250,47540,41460,88950,0
12940,18040,16740,5910,8800,3590,4780,2650,20800,4470,22910,10250,11530,34180,11790,13430,38420,53650,340,39390,19500,25090,29710,0
12980,2440,3050,860,1040,-1,1220,170,3420,580,3780,1960,960,5040,1530,1990,4160,6490,0,1190,2470,8550,2970,0
13020,1300,1060,-1,300,160,670,150,1770,310,2520,1860,500,4310,930,900,4140,4870,60,920,1800,2780,2090,0
13140,6260,4910,1380,4690,1650,1580,870,9000,1090,10070,3230,4920,14830,4110,5780,17190,23740,250,12130,8510,15750,10430,0
13220,1650,1160,280,350,420,750,390,1990,180,4400,1590,1800,4510,1490,1750,4980,6530,50,1990,2170,1240,3320,0
13380,3430,3810,1310,1310,580,1190,390,5830,1210,4150,2290,1470,8870,2860,2470,9190,12250,310,4330,3260,6410,5250,0
13460,4140,2440,1270,880,850,1340,460,4030,990,4920,1930,1050,8900,3160,3000,9070,12490,180,4260,2490,3360,3880,0
13740,2700,3520,1230,1680,590,1920,700,3680,830,6430,2040,1330,9250,3200,2970,10990,13810,330,4990,4480,3340,6310,0
13780,4190,3480,2250,2040,470,1960,540,9420,1120,6750,3070,2140,9150,4410,4040,9700,16400,50,3770,3610,6030,7210,0
13820,21770,24060,12050,7330,2030,4250,4070,24060,5960,42710,13450,13250,41600,14100,11880,61580,83610,440,19970,23960,33870,38590,0
13900,4370,3820,1620,1470,830,1860,510,3740,1070,5340,2530,1540,6260,2550,3310,7730,10610,110,4170,3020,2180,5660,0
13980,2170,2560,1460,1150,1000,1290,230,8120,760,3370,1260,1490,6970,2050,2040,6470,9340,140,2270,2860,8740,3550,0
14010,6860,9090,4590,600,540,1070,1300,6480,1200,4140,1480,1660,9900,3120,2400,7700,14480,310,2340,3100,3290,4440,0
14020,3300,2440,1690,1270,1940,1020,420,6850,970,3910,1910,1250,7980,1910,2160,6550,9120,70,1850,2450,4860,3530,0
14100,1550,1760,1450,350,-1,790,0,2260,420,6100,2320,410,3310,1140,980,2880,7590,0,1200,1760,3400,2120,0
14260,17480,13920,8840,7450,2770,5160,2020,15950,4530,16590,7420,5750,26160,9660,10710,30700,49990,1910,15610,11600,16310,15870,0
14500,9210,12520,12860,7430,6320,2210,1290,11660,4170,9130,3430,2120,18280,4540,5490,18200,23060,390,4330,4470,8980,6150,0
14540,3060,2310,740,1100,330,1080,400,4980,780,4640,2040,790,7870,2100,2130,6950,9770,50,2860,3110,9740,5250,0
14740,2940,4630,1560,4180,1040,1200,420,5170,830,4190,2930,1660,9360,2490,2290,8420,10530,70,5900,5770,4050,4200,0
15180,3410,3060,700,700,380,1970,530,12690,890,7680,9400,4710,13610,4270,16610,14030,23100,140,2450,4580,5340,7400,0
15260,2210,1670,570,230,130,420,310,2360,770,2340,1110,1270,6460,2080,750,4260,5400,120,1350,1740,1510,2720,0
15380,23210,23920,12630,7250,4650,10270,4370,41680,5570,34950,15760,14920,52460,18210,19870,60020,92780,100,20140,19450,35540,30870,0
15500,2030,1380,630,470,170,510,120,4230,330,4490,2600,980,6910,1420,1610,7160,7940,40,2100,2390,8390,3310,0
15680,2310,5040,3850,5240,290,480,220,2310,370,1860,920,710,3310,1000,930,3190,5830,0,1370,2520,790,1450,0
15804,21070,25700,9860,8550,2270,10100,4760,46490,3680,33540,22780,12250,40680,14780,15990,54170,85780,620,16750,18270,23410,45830,0
15940,6180,4710,2370,1820,500,2050,670,9440,1520,12020,7920,2760,18170,5160,4460,18000,23550,80,7740,7170,17700,12180,0
15980,7370,8580,2860,2020,930,2140,1670,10880,3030,15980,8510,5710,33510,11910,7620,36530,39990,1250,18190,11770,6470,13270,0
16020,1720,1130,460,170,140,920,150,2670,530,4050,1520,540,4550,1440,1700,5100,6440,70,1450,1870,3460,2760,0
16060,1610,460,580,460,320,680,240,4740,560,4740,1720,1280,5620,1420,940,5350,8570,0,2050,1990,3640,2440,0
16180,1590,1940,800,690,460,440,370,1600,220,1800,780,930,2480,740,930,2380,5190,0,740,1140,1670,920,0
16220,1700,1200,320,720,470,560,240,2230,410,2530,1110,900,3810,1360,1320,4560,5500,0,3950,2510,2400,2810,0
16300,9980,7410,6030,3480,590,2120,900,8760,1830,7080,3660,2250,11400,3880,4130,12570,21070,140,6460,6480,9640,12470,0
16540,1740,1860,900,1110,160,980,170,3290,300,3090,1780,700,5110,1700,1570,5450,8010,110,1800,2910,5860,8750,0
16580,5910,3830,2280,1300,1060,1470,100,12260,970,6390,2780,1850,9950,3330,2190,8880,16020,240,2960,3280,5230,5150,0
16620,5400,5200,2490,1710,1350,1930,1800,4900,1190,10020,3280,3640,8780,3500,3210,10790,21560,70,5680,6150,4300,6860,0
16700,14860,14570,9990,7060,1660,3700,2820,18150,3510,23040,8640,8060,35410,12320,8570,36660,49290,480,14410,14660,19440,20420,0
16740,60520,79940,43500,17600,5330,11150,7710,56780,13710,60800,29970,27410,103640,30610,29500,133910,178480,1660,44390,48080,83860,92310,0
16820,4490,6440,3830,1470,2000,1660,780,10550,2020,9630,2920,3560,10140,3750,3810,10510,15500,490,4810,3180,2370,4340,0
16860,13820,8950,4520,4270,1090,2500,1300,11630,2210,16520,6470,4830,22370,7290,6030,24470,39410,510,7150,10900,21720,19530,0
16940,2180,2420,900,740,590,770,540,3050,550,2910,1070,950,3730,1750,1310,4540,7010,40,3110,2090,1120,4070,0
16974,276520,222940,127940,52790,21890,45100,33830,217200,47850,203490,103170,102810,300700,99590,108370,361940,568170,2710,96610,114330,239730,290920,0
16980,337400,262360,149500,67640,27750,55540,37730,278080,56840,255350,124990,119390,383510,130430,135790,456000,700350,3300,130510,152740,319760,367220,0
17020,3260,2350,1320,610,500,2070,400,6550,800,5590,2670,1270,8640,2890,3370,7620,11140,730,2700,2760,3330,3290,0
17140,53700,61250,32170,20000,8250,12380,5980,57210,12170,66930,32060,22190,101380,30160,27510,102320,165070,340,34770,39710,79890,77120,0
17300,4120,2540,920,810,390,1490,240,6080,580,5180,2870,1590,9340,2320,2150,9380,13600,40,2050,3750,9420,5730,0
17420,1750,820,250,690,250,710,80,2940,280,2370,1070,650,4510,1040,870,4180,5770,50,1240,1690,-1,-1,0
17460,48850,55150,28390,18200,8640,17110,8500,58020,12460,75970,38280,27230,92410,30730,24830,97590,162040,430,30850,36620,89180,65930,0
17660,2930,1800,670,670,770,1180,330,3190,420,3460,1760,1140,6310,1880,2570,6420,9870,270,3550,2300,3890,2570,0
17780,3170,3330,2350,1850,2630,1270,290,11760,1060,5610,2030,2170,11440,3120,2490,9880,21210,-1,4840,3690,5720,4860,0
17820,10970,17170,14430,7280,1710,4680,1340,18350,4340,15840,7190,6120,27950,9380,8930,31790,39760,450,11840,9430,8580,11560,0
17860,4130,4490,2920,1020,950,1900,460,6950,1720,8320,2500,940,10460,2780,3020,9660,14710,130,3260,3670,3340,4340,0
17900,17920,17500,10830,6330,2000,6180,4020,22020,4070,23820,9880,11470,31210,10660,9750,39670,62940,770,13300,16040,24840,28490,0
17980,5800,5910,2970,1280,570,1350,530,7530,1020,7410,3610,3240,12060,3510,2890,12220,19180,190,3760,4900,6730,5520,0
18020,2470,1870,970,-1,80,590,90,1930,330,2050,580,500,3600,1150,990,3900,6260,0,1300,1780,12690,3130,0
18140,49840,66650,43420,18180,7740,13690,6770,59730,13510,63750,37140,22350,94560,31180,24640,92800,172430,890,29120,37690,56910,80500,0
18580,6120,6380,1500,4920,1530,2100,1380,11990,1400,11690,6650,4530,21690,5460,7830,19230,27610,210,10990,10840,10650,11170,0
18700,1790,1330,1510,870,1220,660,-1,3190,460,2430,1180,-1,3880,1190,1350,2540,4360,270,830,850,1330,1020,0
18880,3280,6610,3070,3510,450,1000,490,5410,1170,5190,2010,2380,16480,3990,2690,14970,15190,40,4710,6040,2630,4650,0
19060,1080,970,420,440,180,830,130,2820,180,3010,1290,1460,3690,1000,1680,3960,5740,50,1640,1320,2490,1870,0
19100,141000,187760,139740,66230,14990,27000,24750,186480,41040,179070,82600,75360,316080,91690,92340,374290,625950,2850,138440,141690,192870,268370,0
19124,106100,147800,117520,49710,10130,18370,18990,128950,31450,124310,59520,53070,219030,66330,59900,267950,454190,2240,92700,97130,125610,179010,0
19140,2730,1790,1000,630,180,550,180,2790,250,2820,1230,810,3570,850,930,7380,8850,-1,1170,4190,17270,9110,0
19180,1410,940,280,300,150,260,120,1670,160,1390,-1,760,2310,630,380,2700,5210,0,590,1180,2840,2340,0
19300,1880,1580,380,460,170,530,330,3810,430,3910,1780,1490,10750,3620,2650,12600,10000,110,2710,2940,3360,4350,0
19340,10090,8710,4410,3450,1050,2300,830,10660,1960,9850,5170,3760,16750,5200,4350,17560,27020,470,6950,8480,18990,12740,0
19380,15270,20600,12020,9870,2690,5280,1880,23230,4420,28850,15380,7590,36820,11140,8820,35940,54100,240,8710,13350,29980,24670,0
19460,1620,1280,440,1500,350,460,120,2640,210,2700,1180,1280,4480,1480,1480,5730,6910,110,2870,2690,8540,4960,0
19500,2790,1320,390,890,-1,660,170,2640,410,3500,1540,990,4800,1310,1100,4160,6260,60,2120,2570,6280,4470,0
19660,4960,6670,2460,1910,490,2350,1440,11130,1460,13560,7380,4130,25390,9290,5360,26710,30690,410,9680,7570,9230,7510,0
19740,66370,112600,66960,36760,14960,17590,14800,73890,22300,74090,35670,29360,128880,43310,48170,166380,204950,1760,67860,51850,52490,84560,0
19780,24360,25760,13090,3340,2500,4750,2860,20790,5350,18540,7500,5730,29800,10630,11150,37730,59220,350,14860,13270,18160,23820,0
19804,34930,38060,21400,27790,3610,12170,-1,35180,9770,52380,23300,16020,60910,18620,21310,64760,103450,670,19070,28740,67790,53750,0
19820,93550,103360,63810,87910,9180,22910,16520,86650,28480,119420,61540,33320,167120,52040,55170,199090,287490,-1,57290,73620,188750,116790,0
20020,1810,1150,330,550,180,410,210,3350,430,5190,2090,1380,5160,1450,1350,8010,8860,490,1930,2710,4120,4640,0
20100,2230,2670,930,760,-1,1250,490,4780,540,3980,2130,2110,6750,2010,2580,6670,9960,-1,1960,2530,3450,4980,0
20220,3040,2820,1060,740,120,810,210,3280,810,3530,1670,820,5360,1510,2110,6280,7730,160,2090,2430,6500,4510,0
20260,5940,4110,1680,2100,1240,4040,470,7450,1260,10600,5110,2750,12680,4610,7200,11940,18090,120,5100,6140,5640,7240,0
20500,16920,20420,17370,5950,8740,4410,1380,29230,4070,29160,11080,5040,24910,7590,5830,22520,39640,300,5980,8200,13300,10770,0
20524,5630,3880,2550,4160,580,2780,730,14130,1610,9800,5070,4950,12410,5690,7350,12990,21260,140,6960,5550,4460,6380,0
20700,1320,1440,610,1240,230,620,180,4000,330,2680,1410,1420,6910,2420,2590,7400,8490,-1,1480,3230,2810,3650,0
20740,3530,3410,1370,1540,280,1290,310,4360,820,5940,2710,1570,7230,2460,3990,8160,13160,210,2940,3320,7010,6090,0
20940,2020,1910,320,320,300,1300,200,4560,250,2090,1080,3490,4000,1720,1790,6090,7710,6400,1790,1950,1440,3160,0
20994,16040,8370,4430,3800,1160,3440,790,20080,2580,12540,5990,4770,21050,6470,6170,23070,37700,270,9720,9300,26130,22890,0
21060,2210,3240,1550,480,210,870,240,2890,360,2500,1590,950,5350,1330,1760,5700,8520,0,1480,2420,6180,3350,0
21140,5330,3390,1030,1850,240,980,460,4540,770,4350,1660,1210,7290,2240,1820,8990,15650,110,3470,5850,45530,9980,0
21300,1380,790,310,550,100,770,160,2010,320,2800,1080,1350,3370,1160,1100,4060,5290,0,1450,1650,3360,3000,0
21340,8060,10700,4320,2590,1120,3580,1490,23660,2540,16460,8530,11010,31780,8770,14000,36250,53450,340,11200,11610,14880,21220,0
21500,4060,4210,1490,1650,420,2810,380,8470,1210,8590,4480,2690,13230,4010,6740,12630,19250,60,3630,4350,14920,6690,0
21660,7370,5020,2650,1520,1910,3010,920,9640,1830,8110,4950,2240,14490,4560,6810,17180,22380,1090,5150,5420,9390,10090,0
21780,7290,5090,2130,2520,1310,1920,720,6890,1500,11640,4760,2610,14410,4300,4800,15670,20640,270,7870,7540,16250,12900,0
21820,2000,1340,550,840,1090,940,200,2910,320,1980,700,880,3420,1690,810,3130,6200,-1,2890,2090,830,2240,0
22020,6550,7120,4480,2200,940,1950,740,6860,1940,9020,3700,1850,12130,4650,6430,14340,21620,270,7840,5450,7040,10040,0
22140,2090,1260,260,670,380,630,120,3420,240,2380,1440,1060,5360,1640,2270,4820,6950,190,5330,3370,2330,3400,0
22180,3980,6120,2350,1020,760,1920,460,10630,980,9690,6190,3580,14300,3740,2800,13890,19460,60,3460,5670,6260,8590,0
22220,13500,15900,8120,2160,1190,1510,1270,14470,2170,10910,4730,3370,20680,6650,6080,26600,33300,970,8050,7950,21080,22440,0
22380,4080,-1,950,880,1430,1250,510,4260,630,3770,1030,1460,9040,2400,2350,5990,8690,60,2070,2660,2620,2530,0
22420,5510,4970,2430,1730,530,1800,540,8200,1290,11790,5670,3740,14280,4140,4650,14750,20910,50,4000,5380,10500,7980,0
22500,3420,2740,1100,1370,380,1550,430,4690,360,7760,3540,1750,7360,2610,2000,9180,12140,150,2740,4370,6910,7030,0
22520,1720,1170,190,660,100,520,150,2980,300,3750,1400,620,5600,1650,1200,6750,8260,80,2480,2500,7170,3950,0
22540,2040,1630,620,1410,90,550,140,2440,590,2770,1070,780,3880,1060,1530,4680,6150,50,1990,1900,6470,3670,0
22660,5690,7930,5050,4350,2880,1910,550,10420,2060,9120,3650,2720,17160,4980,4670,17700,21370,300,7880,5940,6990,6520,0
22744,29230,44210,20170,7320,3070,9260,10250,37430,8700,46000,19070,22250,79700,28360,23300,113590,152090,300,33480,36690,25630,47690,0
22900,4470,2940,1230,870,340,1540,410,5560,490,6390,3100,2110,9960,2800,3540,11320,16900,530,5100,4690,14580,11030,0
23060,8740,8670,4070,3510,530,3280,1010,10570,2530,14940,6100,3260,20360,6530,5560,20220,31050,150,7620,8860,26990,17400,0
23104,34900,39960,22220,16520,4870,8630,5760,57530,9590,54760,23080,22290,97050,25360,32450,106340,171760,610,45740,44560,67260,89370,0
23420,14850,13780,3660,3000,2970,6670,2450,28180,3420,20210,9400,7640,29210,9150,8950,32140,55620,28520,12050,12980,20810,25110,0
23460,810,650,90,220,60,510,80,1990,140,3270,1790,780,3350,900,1240,3900,4710,100,1360,1370,6460,2180,0
23540,3610,6820,3280,1510,1610,2070,990,16500,1420,13890,4500,2750,13010,5470,3190,12670,17830,170,3770,4170,2980,5540,0
23580,3220,2620,710,710,270,660,300,5000,620,6250,2660,1670,6200,2030,1210,7080,12430,340,2850,3370,12500,8830,0
23844,11080,7460,2510,3850,1230,3060,1470,15270,2160,18700,7520,6720,29260,8940,9120,28330,36640,130,13640,15780,23320,20000,0
23900,990,830,290,240,140,520,60,2240,330,1490,980,560,4210,1210,1060,2660,4650,150,1190,1470,4280,2840,0
24020,1970,1340,520,490,190,960,260,4040,520,3630,1660,1790,4890,2060,2720,5480,8020,60,2190,2440,3710,2570,0
24140,1120,1240,280,350,200,920,110,3330,250,2870,2390,870,4000,940,840,4360,5820,140,1180,1710,4070,3620,0
24220,2320,1620,540,820,470,800,210,3720,720,3400,1600,570,5440,2260,2270,5400,6740,160,2800,2110,2390,3770,0
24260,1320,1470,300,340,130,540,130,2150,300,2270,1370,510,3590,1430,690,4820,5940,310,1680,2260,5960,3790,0
24300,1970,2450,580,620,540,1290,390,3290,700,4690,2020,1310,6320,1660,1660,7390,9280,40,3740,2910,2270,3590,0
