MSA_CODE,11-0000,13-0000,15-0000,17-0000,19-0000,21-0000,23-0000,25-0000,27-0000,29-0000,31-0000,33-0000,35-0000,37-0000,39-0000,41-0000,43-0000,45-0000,47-0000,49-0000,51-0000,53-0000,55-0000
38900,77460,63530,43130,35940,10950,20220,8060,64270,20480,62020,28620,19510,102770,30630,37610,113160,165690,3690,48060,36100,71850,69600,0
38940,3950,5100,1150,1380,780,1960,1050,7650,1070,10730,4770,2590,15830,6900,4470,17790,21550,560,7240,6270,5790,8230,0
39140,3140,1530,440,510,390,1380,250,3360,730,3980,1500,1910,7570,2460,2210,7070,9030,110,2800,2740,2510,3650,0
39340,13520,9110,9890,3870,1550,4480,930,17930,3670,10540,5450,2610,17350,6740,6560,22400,37740,160,17370,6270,12510,8940,0
39380,1610,2080,660,660,330,1180,230,3330,360,5210,3160,1930,6000,1630,2010,7270,9030,130,2390,2430,3070,2720,0
39460,1050,1370,380,170,140,420,350,1830,280,3830,1740,1220,6120,2180,1340,7440,7040,60,2680,2120,1020,2080,0
39540,2880,2420,820,1180,240,890,-1,4650,740,3780,1980,1970,6330,2230,3210,7510,10810,0,2210,3000,10890,6510,0
39580,30700,38270,34530,14840,7670,6180,4560,35480,7300,30530,14440,14160,57040,20370,16570,72030,89980,540,24280,22330,20270,33280,0
39660,1750,2550,940,830,760,1220,340,3340,950,5090,1600,1290,7430,3120,2140,8210,10360,90,4330,2900,2560,3510,0
39740,6160,6160,2350,3480,700,2870,890,10440,1290,9930,6620,2610,13850,5590,5090,16340,26120,390,5660,7760,21040,16570,0
39820,2960,1780,600,880,1060,1400,270,4310,400,4550,2200,1460,6040,2100,2590,7090,10040,470,2480,2650,1910,3410,0
39900,11350,8050,3480,2500,2880,2430,1120,11830,2940,10640,4270,4020,21840,8690,8710,22550,36220,180,11460,8120,10660,18580,0
40060,26830,46480,22770,8840,4800,11080,6670,35910,7580,40420,14840,18590,52500,20280,21430,69770,105390,880,27060,25060,28890,42780,0
40140,58800,50500,15010,13790,8620,18510,5920,95590,11060,72860,30030,35710,137410,43890,41560,145520,215160,7560,71450,54790,82190,146510,0
40220,5000,6880,2930,2070,730,2870,920,7950,1480,12320,5290,4530,13020,4510,4230,16380,25220,160,6530,7090,11130,11870,0
40340,5290,4130,4150,1700,1380,1940,380,5670,1320,19940,5710,1250,9900,3170,4440,8450,15390,120,4040,3570,6280,6400,0
40380,23770,22460,17390,11200,3230,10470,3460,44490,7080,33160,14740,10810,43070,16440,18330,52670,83910,370,16980,18390,33760,25900,0
40420,7430,4570,1320,2770,430,1650,440,9140,1460,10060,5320,2630,12210,3450,3900,13730,22160,40,3980,5400,22730,13450,0
40580,1750,1350,380,1360,320,640,160,3310,150,3400,2350,1500,5570,1240,1790,5730,7940,340,1550,2380,7140,4130,0
40660,1720,930,370,230,100,540,180,2840,240,3840,1460,810,3600,1020,860,3660,5130,60,780,1610,3760,2720,0
40900,50320,73830,34550,19310,12980,14590,8180,55970,9810,49760,19700,24290,82080,27180,33040,87990,151450,3120,39970,30000,31890,52970,0
40980,3450,3190,950,1520,180,1190,270,3790,510,7090,3720,1330,8430,3500,2130,10640,13030,0,2710,4000,9250,4820,0
41060,4550,3870,1730,850,340,1380,470,5580,1030,7190,3240,950,8420,3310,3820,11020,15960,150,4720,4360,11770,7790,0
41100,3210,1500,680,470,300,1060,360,4850,710,3590,2100,860,6620,2690,2160,6590,9380,0,4260,2570,2580,3640,0
41140,1840,1780,580,530,460,980,180,3040,490,3360,1460,1340,4810,1310,1690,5470,7390,360,1840,2600,7170,4250,0
41180,66660,73690,46000,21420,9560,19010,9670,76380,18320,88280,39900,28650,133050,42750,48880,136350,222240,1090,51930,50270,79100,81900,0
41420,8860,9020,3130,1310,1390,4240,1560,10350,1420,9410,5450,3410,14380,4970,7310,15830,24270,3210,7230,5130,8570,10160,0
41500,6700,4980,2100,1040,1400,2010,780,13430,1790,6580,2800,4470,16850,5910,3770,15030,19360,31320,4640,5850,4520,9500,0
41540,5340,3840,1390,980,650,2770,850,10310,930,10870,4980,3880,20890,6980,5440,19260,22930,710,5330,7230,10560,8930,0
41620,44380,40220,26450,13490,5860,7610,5860,33290,11640,35420,14160,11420,48160,18920,16880,70250,132680,350,31330,25400,40980,44690,0
41660,1420,1520,490,480,340,560,210,3170,330,2970,1500,1140,5480,1420,2090,5420,8460,100,2390,2530,2520,2330,0
41700,35240,54330,28580,12920,4890,11660,7000,61930,11640,61250,27030,24830,106970,28460,41710,107440,175090,850,39440,39050,41070,56200,0
41740,81820,82950,49360,41190,21620,17780,12530,86160,18610,71210,33090,33790,149680,46970,47070,140650,215970,2430,58880,42360,67970,65050,0
41860,162760,177570,135380,52030,41040,32290,24380,125180,46950,104720,43570,45340,210310,72980,71630,213270,332300,1330,89500,62770,91780,126020,0
41884,85120,103570,89380,22450,21010,14590,15700,45320,27640,42850,15950,22060,105520,38120,30560,96240,152550,580,31560,23690,26560,56110,0
41900,410,320,80,150,110,240,0,1910,0,1410,270,370,1430,600,450,2010,2900,0,580,590,3400,840,0
41940,85040,75890,130550,56740,11800,10570,7790,58110,14640,42390,17440,17260,77990,27920,26990,96390,130540,3240,36450,26700,52300,38680,0
41980,31730,36220,8650,9430,4980,12800,4000,44520,6600,37680,7050,48430,51990,29490,12580,80550,130740,1110,21620,22390,37120,32070,0
42020,5790,-1,2230,2000,1050,1460,460,7730,1030,6770,2590,3320,13590,4950,5470,11940,16670,2640,5520,3620,4860,4730,0
42034,7580,6990,3390,1390,1440,1690,780,7560,2750,5220,2390,2750,12210,4370,5820,11970,16550,190,5210,3700,2670,5010,0
42100,5300,3800,1910,1140,1240,2330,350,7550,890,5040,2390,1840,11320,3740,3190,10480,14740,850,3420,2900,4670,3880,0
42140,3880,3960,1290,770,770,1260,820,3400,1080,3000,1550,2210,7560,2300,3210,7240,9450,40,2520,1840,1290,2270,0
42200,10140,7630,5040,4510,2010,2650,800,12310,2710,8270,4240,3490,20940,7780,7210,18590,26910,7530,6680,5550,9290,8030,0
42220,11410,8570,3020,2950,1860,3230,750,12450,2140,10920,4600,2830,21530,7210,7790,22030,27650,2490,8940,7250,12370,11650,0
42340,8210,6040,2000,4200,510,1930,1090,9080,2200,10120,4230,4690,20400,5780,3280,17830,23910,160,5650,9000,9450,15880,0
42540,7950,9030,4310,3650,1300,4880,1290,13880,2140,17400,9590,5460,21860,8210,8360,23550,44230,130,8800,9930,21550,29160,0
42644,92450,126780,121370,51860,17380,17430,12900,76860,30490,73170,32310,28470,134890,36780,46350,149260,218740,2430,66750,52210,95860,103840,0
42660,103510,140130,125650,54770,19250,23330,14790,94850,33240,91230,41340,35700,165080,46850,55800,177920,262120,2900,82000,64950,110570,128270,0
42680,1370,1470,460,400,180,500,350,2420,450,3400,1680,1060,6520,2670,1490,7130,7550,1000,2370,2370,1380,2010,0
42700,550,630,220,100,110,250,80,1620,150,2180,1310,480,2710,960,840,3470,4720,1070,980,900,590,1120,0
43100,2580,2340,1090,1910,490,640,170,2610,470,2410,1020,760,5210,1950,2780,4330,7900,0,1710,2470,11580,4440,0
43300,1270,900,290,640,80,470,270,2940,350,4020,1440,680,4980,1030,1980,4480,7390,0,1990,2220,3390,2450,0
43340,7050,5650,1370,1630,760,2170,1020,10760,1160,15470,6540,4540,17920,6510,7820,22380,26710,110,8140,8750,9490,12040,0
43420,1990,2350,1760,630,400,320,120,2660,240,1390,650,2440,3160,910,1150,2960,5370,170,980,1110,590,1240,0
43524,41540,47560,34370,13910,16570,8430,5710,34520,9740,40770,17240,11190,45980,22090,19010,53680,85180,-1,22830,17350,12420,20960,0
43580,3780,2690,820,640,370,1370,320,4890,820,4660,1870,1240,7740,2640,2240,9460,11390,330,4970,4110,11020,8160,0
43620,4330,8160,4430,1450,690,2420,690,5920,2240,13630,3540,2060,13810,5120,5540,17280,24750,170,7020,5440,9880,10750,0
43780,6630,4680,2190,1470,670,1830,560,12230,1580,8230,4340,2730,12920,4430,3640,12760,19190,190,4560,6320,12300,9190,0
43900,6090,4150,1720,3100,500,1500,580,8230,940,8150,3860,2600,11530,3510,2510,15200,20590,110,4490,7930,22010,12840,0
44060,9620,10710,4200,2710,1470,4700,1200,14260,3360,15420,7650,4840,20810,7960,8410,25000,37520,340,9550,8600,12500,14900,0
44100,-1,6870,3080,1340,560,1940,990,6240,1060,9550,3570,2610,10210,2980,2450,9690,21100,70,3770,3280,2890,4360,0
44180,7650,7310,4430,1710,930,3390,1080,11720,2180,15420,7020,3960,19790,5740,7120,22600,33400,100,7190,8830,11740,17960,0
44220,1780,1860,510,380,-1,840,160,3140,240,3240,2080,620,5270,1380,1350,4200,7450,0,990,2120,5590,4760,0
44300,2870,2890,2580,1620,570,1080,270,6860,720,3810,1310,1470,6900,2230,2150,6440,12200,180,2880,3220,2800,3330,0
44420,1460,1380,960,520,300,730,160,3160,570,2980,1360,1120,4260,1710,1330,4740,6390,170,2050,2100,4700,5590,0
44700,9370,6290,1790,1640,1580,3360,830,17210,1260,12710,5660,5770,18980,6540,7550,21650,36220,9880,8110,9140,13960,28330,0
44940,1390,980,430,380,230,600,150,1970,120,2050,1440,1140,3410,1460,880,3670,4920,-1,1580,1710,4080,2850,0
45060,12590,12320,6520,5160,3260,5810,2140,26430,3270,19340,8170,5690,26490,11000,9460,31030,51700,210,11120,13350,16520,20160,0
45104,11070,13350,4270,2900,1860,5890,1890,17990,2760,18050,9030,7230,30190,10070,9440,28670,43380,470,15250,12740,14700,24430,0
45220,5750,16920,6290,1810,2240,2430,3330,14560,2490,9610,4360,5030,16570,5510,3730,16470,25260,440,5400,5940,3480,6500,0
45300,45250,79780,41230,17050,6760,12830,14010,62240,14500,82660,38510,30820,126710,36450,34780,153570,243250,1730,50590,51050,55400,65550,0
45460,3200,1800,530,780,330,770,360,4080,600,4670,1720,2040,7640,1870,1770,6660,9370,120,2610,3060,8300,3980,0
45500,1780,1540,360,420,230,620,240,3480,320,3800,1750,1940,5870,1560,1970,6210,8310,130,2220,3960,4040,5140,0
45540,700,700,200,200,190,260,80,0,170,2020,920,1760,4080,860,1250,2980,3480,-1,1500,820,680,1150,0
45780,11940,10060,3630,4490,1560,5110,1300,17950,3290,22850,11330,6310,29390,9190,6460,27820,43750,160,11120,12930,35140,25170,0
45820,5610,6110,2980,1470,860,1830,1150,6880,1130,7350,4880,3170,8730,3930,3470,8980,18480,270,4980,4610,6280,6770,0
45940,13590,22420,12540,3800,5320,5200,2840,17910,3660,11800,7300,7660,14300,6740,4770,18770,39240,120,4580,5900,5030,12460,0
46060,18650,15070,11530,7620,4100,7860,2360,22240,4680,23900,9920,11970,36690,11280,17480,35970,60970,420,13380,14460,11490,16520,0
46140,24390,17970,8440,8920,1980,5470,3290,22140,3990,24230,13650,8770,41010,10470,9700,48990,68490,320,20310,22850,39850,27960,0
46220,3060,2510,1180,1280,510,1360,370,6350,880,6710,3520,1900,9910,3010,2180,9460,13430,240,4900,4510,14740,7790,0
46340,2930,3370,1250,1380,480,1230,860,6220,840,9840,4510,1870,10110,3370,4290,10920,16130,80,3940,3570,5180,6770,0
46520,27910,22190,8140,8210,5040,7540,3550,33800,7440,24670,14210,15320,53880,21340,13910,43680,66720,280,24880,17210,11710,30860,0
46540,4450,5300,2250,1380,480,2560,620,10300,1160,8760,5020,3910,10990,4230,7120,10440,18070,80,3560,4520,7740,6700,0
46660,2320,1430,1100,200,110,750,230,3280,270,3280,1150,1390,6190,1270,1900,6370,8100,610,1920,2420,3000,5100,0
46700,6570,5570,1850,2100,1580,2480,340,8260,1050,9100,3260,3500,12800,3310,4740,15740,17570,360,7290,5640,7230,8450,0
47020,1140,970,240,450,300,570,110,2510,250,3720,1770,690,4300,1230,940,4850,7190,0,3090,2220,2300,2740,0
47220,1650,1470,-1,270,240,1600,260,5220,220,4080,2490,3050,3920,1670,1350,5150,8100,-1,2200,2260,5330,5630,0
47260,26280,40140,22180,21580,5540,11760,4350,45410,8230,43160,20920,18860,73270,23400,25100,84820,109750,1010,36120,33280,35160,47990,0
47300,5140,3270,1000,690,1120,3440,410,12270,630,7450,3400,2300,10940,3500,2880,14250,18200,24680,3880,5790,9170,11590,0
47380,3490,4200,1830,1690,660,1620,560,8220,1110,5870,2810,2700,10580,3750,3860,11560,20420,260,5380,5230,10570,6650,0
47460,1000,1220,240,710,410,430,120,2080,280,1670,1120,1010,2160,890,600,2140,3550,210,740,1010,2420,900,0
47580,2490,6430,1600,2820,240,570,160,5240,470,3490,1680,1410,6930,1850,1240,5830,8420,100,2940,4990,5450,4450,0
47664,58620,65310,42400,60120,5560,10740,11530,51470,18710,67040,38240,17300,106210,33420,33860,134320,184040,430,38210,44880,120960,63040,0
47894,193260,255890,189120,49000,47670,32030,62290,155330,63270,105760,46000,77480,208910,84570,71320,209650,323710,1850,91120,74340,39920,108190,0
47900,234800,303450,223490,62910,64240,40460,68000,189850,73000,146530,63240,88680,254900,106660,90340,263330,408880,2160,113950,91700,52340,129150,0
47940,4510,3120,1210,1430,300,1250,440,5740,960,5020,2320,1230,7750,2730,2630,9040,13330,200,3030,3620,11510,7050,0
48060,1660,1450,530,440,260,960,220,3750,350,2960,1400,1350,4370,1500,910,5340,6140,-1,1740,2120,1390,2320,0
48140,2640,3140,1570,1190,280,810,330,3130,590,4360,1820,1110,4830,2030,2070,6340,10690,130,2140,2960,11220,6200,0
48260,1410,800,190,590,90,480,120,2670,230,3210,1740,740,3940,1370,1380,3760,5710,0,1480,2130,4150,3000,0
48300,1450,1290,430,480,610,510,190,2880,480,2820,1310,850,4850,1730,920,5180,5670,1350,2030,1980,1340,-1,0
48424,21690,32240,12210,7410,2490,6150,8310,28250,7480,36680,19510,19080,67550,27920,16050,75990,101420,2620,25170,24790,17780,28700,0
48540,2280,1810,730,470,230,1090,540,3340,490,5080,2430,1920,6590,2140,2090,6710,10440,0,4500,3060,2290,4390,0
48620,13150,12980,5960,7020,1070,3580,1430,17870,3640,17330,8240,5990,27970,8160,10020,27930,48020,290,14210,13750,31200,17190,0
48660,1620,1690,780,1090,200,880,240,3920,380,4380,2510,1960,6140,1750,1720,5860,9400,60,2210,2640,3570,3150,0
48700,1590,1500,440,800,310,970,320,3080,290,3400,1310,1110,4740,1400,2310,5630,7880,90,2630,2360,5450,3710,0
48864,15300,25700,15180,5250,4580,5390,4220,20320,3090,23380,9550,7760,29380,10920,11230,35450,59650,380,10900,12650,12140,24360,0
48900,4510,4470,1870,1700,1380,1500,-1,7130,1310,8790,4800,3210,15990,4800,3190,15040,19490,-1,5380,5270,4880,7460,0
49020,1940,2450,760,520,270,840,230,3800,280,4010,1860,930,5090,1980,1920,6400,9050,40,2220,2610,4340,5100,0
49180,9690,11200,4740,2550,1460,2610,2090,17890,1870,20770,11090,4600,22900,7980,6590,24800,38700,-1,7520,9860,27740,22110,0
49420,2790,2210,750,530,600,1660,470,7220,630,4560,2440,1700,7160,2560,2980,8310,11360,5230,3150,3860,7400,7520,0
49620,6230,6440,2310,4210,810,2340,580,9660,1040,10870,5040,2480,15520,4800,5000,17800,26000,190,8090,8190,20580,21230,0
49660,7750,6330,1830,2540,390,4120,890,12940,1710,15100,9020,5840,24410,6520,5890,27100,31820,110,7650,8890,19500,16500,0
49700,1660,1200,270,510,370,540,110,4230,160,2780,1370,1160,3740,1160,1610,4570,6040,1560,1400,1690,1650,2520,0
49740,2570,1850,580,1230,400,800,220,3900,270,3100,1330,3160,5180,1910,1490,6350,8260,9010,1940,2810,1690,2580,0
70750,3300,2210,1090,600,390,1760,390,4700,840,5050,2670,1430,6160,2580,2930,6790,9810,150,2580,2770,2320,3720,0
70900,5880,2760,1080,1560,1320,1880,400,6100,1120,7970,3180,2400,13440,5400,3940,12110,15340,180,4680,3640,2580,4950,0
71650,221280,169270,133660,-1,40780,52240,25910,174790,41250,175460,80970,61390,215340,80540,88940,256150,385060,-1,89110,75060,107150,132410,0
71654,161850,131390,98150,44700,33690,34040,22170,114680,31900,124290,50110,43780,143020,55560,58930,158450,258860,650,54370,45660,54350,82420,0
71950,36560,29540,14600,5220,3450,7380,4010,28130,8210,22200,11640,9770,33370,16100,15910,44830,66570,220,9800,11970,19880,19470,0
72104,3960,2380,600,600,290,2300,380,7050,660,5650,3820,2280,6200,2190,3100,7640,11940,-1,3420,2910,4880,6430,0
72400,5520,8290,4580,3630,1180,3340,1130,8830,2670,7640,2620,1930,10210,3600,3440,13300,16350,380,4960,5430,7880,6310,0
72850,4600,3130,1710,1630,440,1290,370,5710,1080,5000,2110,1260,6570,2810,3650,10110,13360,100,2690,3040,4960,3990,0
73050,2400,2380,2250,730,300,610,130,5210,490,3090,1460,900,5070,1750,1580,4700,8380,70,1260,1840,3920,2590,0
73104,13710,11660,15010,7810,2450,3680,910,10020,2680,8710,4250,3080,11810,5060,4560,18860,23660,90,7010,5430,7340,6630,0
73450,42060,37550,21190,12560,3850,13490,6010,43950,8850,36820,18230,11370,42810,17400,18730,50790,93450,370,18060,17300,35190,30420,0
73604,3690,1970,780,1010,310,1180,230,5470,620,3330,2190,1270,6720,2060,2230,7270,9210,60,4080,2540,5590,3080,0
74204,4740,2440,1870,1410,340,1650,260,5530,730,7200,3610,1500,6700,2180,3400,10290,12160,0,2340,2370,5690,3380,0
74500,3050,1430,560,520,180,1460,170,4410,360,3670,1480,1190,5590,1210,1690,5670,6920,60,1640,1600,4090,3200,0
74650,2580,1700,840,330,160,980,240,3280,440,3900,1860,560,3740,1480,1940,4820,8630,40,2090,2200,3950,3950,0
74804,12550,7320,9510,6260,2020,2000,640,10140,1400,8030,5300,3430,11120,4050,4360,12050,19550,130,6790,5090,9500,10090,0
74854,2120,1130,310,50,100,1040,150,3550,530,2400,1960,900,4780,1270,2570,5340,6030,0,1650,1580,1860,2660,0
74950,6580,5650,3120,2280,430,1660,990,6970,1630,7350,3670,2200,8250,3710,2890,13370,19110,60,3540,4960,6270,5880,0
75404,8220,5570,5210,3900,520,1110,380,8220,1110,5670,3090,1730,10370,3700,3990,18680,21060,90,4150,4460,10170,7820,0
75550,3030,1650,560,570,390,2930,260,4470,480,4840,2460,1330,6410,1540,2540,6590,8370,-1,2530,2100,6420,4160,0
75700,16250,10930,5900,3960,2650,6660,1930,25280,3320,21000,9150,6360,22660,9520,11250,26720,46340,140,9340,9270,17200,15890,0
76450,5980,4200,1910,7170,1460,2460,460,8280,1640,7070,3030,3880,15810,4770,8040,13690,17140,-1,4350,4100,6110,5390,0
76524,6960,3380,1430,1450,700,3290,540,6190,1200,7890,5220,1980,9440,2790,3860,11310,13380,0,2690,3010,4410,3720,0
76600,2620,1700,670,910,320,940,200,2840,590,3180,1430,820,3990,1290,1740,4270,5960,-1,2030,1380,2160,1420,0
76750,13180,10740,5960,3240,1320,3160,1670,11510,3350,13530,6280,4380,19200,6480,8630,20880,32050,230,6740,7710,9370,11990,0
76900,5650,5280,3250,3380,710,660,380,4300,1200,4700,2310,1290,9140,2620,2420,11860,14950,30,3050,4000,6310,3860,0
77200,26700,27860,15170,8380,2870,11840,3920,38980,7010,38570,23810,14340,59290,17670,16260,58420,89310,160,19760,18160,36960,29850,0
78100,20160,13040,5470,4120,3290,11150,1360,25820,3250,22650,10060,8610,27780,9380,14520,27190,46600,70,9710,10920,20870,22610,0
78254,3470,2040,780,1220,350,1940,250,3950,420,2310,1420,1450,5180,1680,1940,6250,9210,90,2610,2010,3360,6190,0
78700,3700,1950,590,500,190,2100,500,6690,560,4910,2750,1300,5940,1750,2860,6910,10250,-1,2270,2350,6030,4180,0
79600,16590,13720,5870,4000,3100,9030,1140,21240,3170,20310,9360,5840,21860,7480,10710,24250,44120,200,7960,9720,18640,19100,0
